words,POS
راشبېل,			Noun  
راشه,			Noun  
راضي,			Adjective  
راغه,			Noun  
رافعه,			Noun  
راکد,			Adjective  
راکټ,			Noun  
راکړه ورکړه,			Noun  
رام,			Adjective  
رامبېل,			Noun  
رانجه,			Noun  
رانځړه,			Noun  
راهب,			Noun  
راهبه,			Noun  
راهيسته,			Adverb  
راهيسې,			Adverb  
راوه,			Noun  
راوي,			Adjective  
رايه,			Noun  
رايګيري,			Noun  
راټولول,			Verb  
راټوليدل,			Verb  
راډيو,			Noun  
راګ,			Noun  
راګرځول,			Verb  
راڼۍ,			Noun  
رای ورکونکی,			Noun  
رب,			Noun  
رب النوع,			Noun  
رباب,			Noun  
ربابي,			Noun  
رباط,			Noun  
رباعي,			Noun  
ربح,			Noun  
ربط,			Noun  
ربع,			Noun  
ربغړ,			Adjective  
ربيع الاخر,			Noun  
ربيع الاول,			Noun  
ربيع الثاني,			Noun  
ربړ,			Noun  
ربڼه,			Noun  
ربڼوکی,			Adjective  
رپ,			Noun  
رپا,			Noun  
رپک,			Noun  
رپکنډی,			Noun  
رپند,			Adjective  
رپول,			Verb  
رپوټ,			Noun  
رپوټچي,			Noun  
رپيدل,			Verb  
رپيدنګ,			Noun  
رپڼی,			Adjective  
رتبه,			Noun  
رجا,			Noun  
رجب,			Noun  
رجحان,			Noun  
رجه,			Noun  
رجوع,			Noun  
رجړومه,			Noun  
رچکاڼی,			Noun  
رچڼی,			Noun  
رح,			abbreviation  
رحم,			Noun  
رحمت,			Noun  
رخ,			Noun  
رخام,			Adjective  
رخت,			Noun  
رخچينه,			Noun  
رخداره,			Adjective  
رخصت,			Noun  
رخصت اخيستل,			Verb  
رخصت ورکول,			Verb  
رخصتول,			Verb  
رخصتي,			Noun  
رخن,			Adjective  
رخه,			Noun  
رخيل,			Verb  
رخی,			Noun  
رد,			Noun  
رده,			Noun  
ردول,			Verb  
ردي,			Adjective  
رديدل,			Verb  
رديف,			Noun  
ردڅ,			Adjective  
رذالت,			Noun  
رذيل,			Adjective  
رزاق,			Noun  
رزق,			Noun  
رزمته,			Noun  
رژند,			Adjective  
رژول,			Verb  
رژيدل,			Verb  
رژيم,			Noun  
رس,			Noun  
رسالت,			Noun  
رساله,			Noun  
رساله دار,			Noun  
رسام,			Noun  
رسامي,			Noun  
رستوران,			Noun  
رسد,			Noun  
رسم,			Noun  
رسم الخط,			Noun  
رسمول,			Verb  
رسمي,			Adjective  
رسميت,			Noun  
رسوا,			Adjective  
رسوايي,			Noun  
رسوب,			Noun  
رسوبي,			Adjective  
رسوخ,			Noun  
رسول,			Noun  
رسوم,			Noun  
رسيد,			Noun  
رسۍ,			Noun  
رسېدل,			Verb  
رسېدلی,			Adjective  
رشتيا,			Noun  
رشد,			Noun  
رشک,			Noun  
رشه,			Noun  
رشوت,			Noun  
رشوت خور,			Noun  
رشوت خوري,			Noun  
رصد خانه,			Noun  
رضا,			Noun  
رضاکاره,			Adjective  
رطوبت,			Noun  
رعشه,			Noun  
رعيت,			Noun  
رغلی,			Noun  
رغندی,			Noun  
رغه,			Noun  
رغوس,			Noun  
رغون,			Noun  
رغيدل,			Verb  
رغيدنه,			Noun  
رغړند,			Adjective  
رغړندونکی,			Noun  
رغړول,			Verb  
رغښت,			Noun  
رغښتل,			Verb  
رغی,			Noun  
رف,			Noun  
رفع,			Noun  
رفو,			Noun  
رفيق,			Noun  
رقابت,			Noun  
رقاص,			Noun  
رقاصه,			Noun  
رقت,			Noun  
رقص,			Noun  
رقعه,			Noun  
رقم,			Noun  
رقيب,			Noun  
رقيق,			Adjective  
رک,			Adjective  
رکاب,			Noun  
رکات,			Noun  
رکعت,			Noun  
رکن,			Noun  
رکود,			Noun  
رکوع,			Noun  
رکيک,			Adjective  
رمباړه,			Noun  
رمبکی,			Noun  
رمبه,			Noun  
رمبی,			Noun  
رمز,			Noun  
رمه,			Noun  
رمی,			Noun  
رنجوننی,			Noun  
رنجړومه,			Noun  
رند,			Adjective  
رنده,			Noun  
رنه,			Noun  
رنه,			Noun  
رنځ,			Noun  
رنځور,			Adjective  
رنډ,			Noun  
رنګ,			Noun  
رنګ ورکول,			Verb  
رنګارنګ,			Adjective  
رنګرېز,			Noun  
رنګژړی,			Adjective  
رنګمال,			Noun  
رنګه,			Adjective  
رنګول,			Verb  
رنګيز,			Adjective  
رنګين,			Adjective  
رنګټی,			Noun  
رنګړی,			Adjective  
رنګېدل,			Verb  
رهبانيت,			Noun  
رهبر,			Noun  
رهبري,			Noun  
رهزن,			Noun  
رهنما,			Noun  
رهنمايي,			Noun  
رهني,			Adjective  
رهي,			Adjective  
رو,			Noun  
رو,			Noun  
روا,			Adjective  
رواج,			Noun  
رواجول,			Verb  
رواجيدل,			Verb  
رواش,			Noun  
رواقيون,			Noun  
روان,			Adjective  
روانېدل,			Verb  
روايت,			Noun  
روب,			Noun  
روب,			Noun  
روپۍ,			Noun  
روجايي,			Noun  
روح,			Noun  
روحاني,			Adjective  
روحانيون,			Noun  
روحي,			Adjective  
روحيات,			Noun  
روحيه,			Noun  
روخ,			Noun  
رود,			Noun  
رودبار,			Noun  
رودل,			Verb  
روده,			Noun  
روزل,			Verb  
روزنتون,			Noun  
روزنه,			Noun  
روزونکی,			Noun  
روزي,			Noun  
روزي رسان,			Noun  
روزګار,			Noun  
روژاتی,			Noun  
روژه,			Noun  
روژه مات,			Noun  
روژه ماتی,			Noun  
روس,			Noun  
روستاړی,			suffix  
روسي,			Adjective  
روسي,			Noun  
روسيه,			Noun  
روسی,			Noun  
روش,			Noun  
روشنفکره,			Adjective  
روضه,			Noun  
روغ,			Adjective  
روغ رمټ,			Adjective  
روغ رمی,			Adjective  
روغبړ,			Noun  
روغتون,			Noun  
روغتيا,			Noun  
روغتيا پال,			Noun  
روغه,			Noun  
روغوالی,			Noun  
روغول,			Verb  
روغېدل,			Verb  
روک,			Adjective  
روک,			Noun  
روکی,			Noun  
رول,			Noun  
رول,			Noun  
روم,			Noun  
روماتيزم,			Noun  
رومان,			Noun  
رومانيه,			Noun  
رومی بانجڼ,			Noun  
روند,			Adjective  
روندا,			Noun  
روندی,			Adjective  
رونق,			Noun  
روه,			Noun  
روهي,			Adjective  
روهيلی,			Adjective  
رويا,			Noun  
رويبار,			Noun  
رويبند,			Noun  
رويت,			Noun  
رويدار,			Adjective  
رويزه,			Noun  
رويکښ,			Noun  
رويه,			Noun  
رويي,			Adjective  
رويېدل,			Verb  
روټ,			Noun  
روټه,			Noun  
روټۍ,			Noun  
روځ,			Noun  
روځنی,			Adjective  
روډه,			Noun  
روډيشيا,			Noun  
روږد,			Adjective  
روږدول,			Verb  
روږدی,			Adjective  
روږدېدل,			Verb  
روښان,			Adjective  
روښانول,			Verb  
روښانيان,			Noun  
روښنايي,			Noun  
روګ,			Noun  
روڼ,			Adjective  
روڼا,			Noun  
روڼه,			Noun  
روڼه سترګه,			Noun  
روڼوالی,			Noun  
روڼول,			Verb  
روڼګه,			Noun  
روڼی,			Noun  
روڼېدل,			Verb  
روی,			Adjective  
روی,			Adjective  
روی,			Noun  
ريا,			Noun  
رياست,			Noun  
رياضت,			Noun  
رياضي,			Noun  
رياکاره,			Adjective  
ريال,			Noun  
رياليزم,			Noun  
ريبار,			Noun  
ريبل,			Verb  
ريتاړه,			Noun  
ريچن,			Adjective  
ريچه,			Noun  
ريچې ريچې,			Adjective  
ريحان,			Noun  
ريخ,			Noun  
ريز,			Noun  
ريسرچ,			Noun  
ريشخند,			Noun  
ريشخندي,			Noun  
ريفرنډم,			Noun  
ريفريجرېټر,			Noun  
ريفورم,			Noun  
ريکارډ,			Noun  
ريکاټ,			Noun  
ريکشا,			Noun  
ريکلام,			Noun  
ريل,			Verb  
ريمان,			Noun  
ريمن,			Adjective  
رينګه,			Noun  
رينګېدل,			Verb  
ريونده,			Adjective  
ريويژنيزم,			Noun  
رييس,			Noun  
ريښه,			Noun  
ريګويدا,			Noun  
رټ,			Adjective  
رټ,			Adjective  
رټل,			Verb  
رټه,			Noun  
رڅ,			Adjective  
رډ,			Adjective  
رډۍ,			Noun  
رښ,			Noun  
رښتنی,			Adjective  
رښتونی,			Adjective  
رښتيا,			Noun  
رښتيانی,			Adjective  
رښکۍ,			Noun  
رګ,			Noun  
رګ کېدل,			Verb  
رګ وهل,			Verb  
رګه,			Noun  
رګي,			Adjective  
رڼ,			Noun  
رڼا,			Noun  
رڼا ګۍ,			Noun  
رڼغونې,			Noun  
رڼول,			Verb  
ری,			Noun  
رېبز,			Noun  
رېدی,			Noun  
رېز,			Noun  
رېزش,			Noun  
رېزمرېز,			Adjective  
رېزګي,			Noun  
رېشل,			Verb  
رېل,			Noun  
رېمن,			Adjective  
رېړ,			Noun  
رېړم,			Noun  
رېړه,			Noun  
رېږد,			Noun  
رېږدول,			Verb  
رېږدېدل,			Verb  
رېګ,			Noun  
رېګستان,			Noun  
ز,			Noun  
زا,			Noun  
زابل,			Noun  
زات,			Noun  
زاتي,			Adjective  
زاج,			Noun  
زار,			Noun  
زار,			Noun  
زارخنډ,			Noun  
زارزار,			Adverb  
زارزنګۍ,			Noun  
زارع,			Noun  
زارموره,			Noun  
زارمړی,			Adjective  
زاره,			Noun  
زاره ترکی,			Adjective  
زاره چاودی,			Adjective  
زارۍ,			Noun  
زازو,			Adverb  
زاغ زاغ,			Adjective  
زالبند,			Noun  
زامن,			Noun  
زامه,			Noun  
زاني,			Noun  
زانګل,			Verb  
زانګو,			Noun  
زاهد,			Adjective  
زاو,			Noun  
زاوان,			Adjective  
زاويه,			Noun  
زاوی,			Noun  
زايل,			Adjective  
زاړند,			Adjective  
زاړه,			Adjective  
زاړه والا,			Noun  
زاړی,			Adjective  
زاڼه,			Noun  
زاڼی,			Noun  
زبده,			Adjective  
زبر,			Adjective  
زبرجد,			Noun  
زبردست,			Adjective  
زبرګ,			Adjective  
زبور,			Noun  
زبون,			Adjective  
زبېښل,			Verb  
زجر,			Noun  
زحل,			Noun  
زحمت,			Noun  
زحمتکښ,			Adjective  
زخم,			Noun  
زخمي,			Adjective  
زخمي,			Noun  
زخن,			Adjective  
زخه,			Noun  
زد,			Noun  
زده کوونکی,			Noun  
زده کړه,			Noun  
زدوول,			Verb  
زر,			Noun  
زر,			Numerical  
زراعت,			Noun  
زراعتي,			Adjective  
زرافه,			Noun  
زرامی,			Noun  
زرب,			Noun  
زربرخ,			Noun  
زربی,			Noun  
زربۍ,			Noun  
زرتله,			Noun  
زرخريد,			Noun  
زردالو,			Noun  
زردشت,			Noun  
زردکه,			Noun  
زرزري,			Adjective  
زرزري,			Adjective  
زرشک,			Noun  
زرغه,			Noun  
زرغون,			Adjective  
زرغونېدل,			Verb  
زرکه,			Noun  
زرم,			Adjective  
زرندۍ,			Noun  
زرنه,			Noun  
زرنځي,			Noun  
زره پوښ,			Adjective  
زرهدار,			Adjective  
زري,			Adjective  
زرين,			Adjective  
زرځي,			Adjective  
زرګر,			Noun  
زرګرايه,			Adverb  
زرګري,			Noun  
زرګون,			Noun  
زرڼه,			Noun  
زری,			Noun  
ززغولي,			Noun  
زعفران,			Noun  
زعم,			Noun  
زعيم,			Noun  
زغاره,			Noun  
زغاله,			Noun  
زغرد,			Adjective  
زغره,			Noun  
زغم,			Noun  
زغمل,			Verb  
زفاف,			Noun  
زک,			Noun  
زکات,			Noun  
زکام,			Noun  
زکندن,			Noun  
زلخوږی,			Adjective  
زلزله,			Noun  
زلزله پوهنه,			Noun  
زلفۍ,			Noun  
زلفې,			Noun  
زلما,			Noun  
زلميتوب,			Noun  
زلمی,			Noun  
زلنده,			Adjective  
زله,			Adjective  
زم,			Noun  
زما,			proNoun  
زمان,			Noun  
زمانه,			Noun  
زمبر,			Adjective  
زمبر,			Noun  
زمبېل,			Noun  
زمرد,			Noun  
زمريالی,			Adjective  
زمرين,			Adjective  
زمری,			Noun  
زمزم,			Noun  
زمزمه,			Noun  
زموخت,			Adjective  
زمولول,			Verb  
زمولېدل,			Verb  
زموږ,			proNoun  
زميندار,			Noun  
زمينداري,			Noun  
زمينه,			Noun  
زميني,			Adjective  
زمۍ,			Noun  
زمېری,			Noun  
زنا,			Noun  
زنار,			Noun  
زناکاره,			Adjective  
زنبق,			Noun  
زنبېل,			Noun  
زنخول,			Noun  
زند,			Noun  
زندان,			Noun  
زنداني,			Adjective  
زنديق,			Adjective  
زنل,			Verb  
زنه,			Noun  
زنه,			Noun  
زنځ,			Noun  
زنځه,			Noun  
زنګ,			Noun  
زنګال,			Noun  
زنګول,			Verb  
زنګوله,			Noun  
زنګون,			Noun  
زنګوګرافي,			Noun  
زنګي,			Adjective  
زه,			proNoun  
زهد,			Noun  
زهر,			Noun  
زهرجن,			Adjective  
زهرناک,			Adjective  
زهره,			Noun  
زهره,			Noun  
زهروي,			Adjective  
زهول,			Verb  
زهير,			Adjective  
زهيرتوب,			Noun  
زهېدل,			Verb  
زو,			Noun  
زوﻻنه,			Noun  
زواک,			Noun  
زوال,			Noun  
زوانکه,			Noun  
زوجه,			Noun  
زودل,			Verb  
زور,			Adjective  
زور,			Noun  
زور,			Noun  
زورکی,			Noun  
زورل,			Verb  
زورمټی,			Adjective  
زورور,			Adjective  
زوروري,			Noun  
زورول,			Verb  
زورېدل,			Verb  
زوز,			Noun  
زوزات,			Noun  
زوزياڼه,			Noun  
زوک,			Noun  
زوکلول,			Verb  
زوکلېدل,			Verb  
زوکول,			Verb  
زوکړه,			Noun  
زوکړی,			Participles  
زول,			Noun  
زول,			Noun  
زولال,			Adjective  
زولن,			Adjective  
زوله,			Noun  
زوله,			Noun  
زوم,			Noun  
زومبک,			Noun  
زومتوب,			Noun  
زومګاړی,			Noun  
زون,			Adjective  
زونډيګر,			Noun  
زونډی,			Noun  
زونګه,			Noun  
زونی,			Noun  
زوه,			Noun  
زويتوب,			Noun  
زويک,			Noun  
زويل,			Adjective  
زوړ,			Adjective  
زوږ,			Adjective  
زوږ,			Noun  
زوښ,			Noun  
زوښا,			Noun  
زوڼه,			Noun  
زوی,			Noun  
زوی مړی,			Adjective  
زيات,			Adverb  
زياتره,			Adverb  
زياتوالی,			Noun  
زياتول,			Verb  
زياتي,			Adjective  
زياتي,			Adverb  
زياتېدل,			Verb  
زيار,			Noun  
زيارت,			Noun  
زيارکښ,			Adjective  
زيان,			Noun  
زيانکاره,			Adjective  
زيانمن,			Adjective  
زيانول,			Verb  
زياړه,			Noun  
زيب,			Noun  
زيتون,			Noun  
زيج,			Noun  
زيچ,			Adjective  
زير,			Adjective  
زيربنا,			Noun  
زيرپېرني,			Noun  
زيرخانه,			Noun  
زيرمه,			Noun  
زيره,			Noun  
زيل,			Noun  
زيلان,			Noun  
زيلانځ,			Noun  
زيلچه,			Noun  
زيم,			Noun  
زيمته,			Adjective  
زيمناک,			Adjective  
زين,			Noun  
زينت,			Noun  
زينتي,			Adjective  
زيندۍ,			Noun  
زينه,			Noun  
زينول,			Verb  
زيي,			Noun  
زيير,			Adjective  
زييرول,			Verb  
زيږ,			Adjective  
زيږنتون,			Noun  
زيږوالی,			Noun  
زيږګی,			Noun  
زړتوب,			Noun  
زړتيا,			Noun  
زړخن,			Adjective  
زړن,			Adjective  
زړه,			Noun  
زړه بدی,			Adjective  
زړه بدی,			Noun  
زړه توری,			Adjective  
زړه خوړينی,			Adjective  
زړه خوږي,			Noun  
زړه خوږی,			Adjective  
زړه خوږی,			Adjective  
زړه ستړی,			Adjective  
زړه سواند,			Adjective  
زړه سوی,			Adjective  
زړه سوی,			Noun  
زړه شينی,			Adjective  
زړه کول,			Verb  
زړه لوغې,			Adjective  
زړه نازړه,			Adverb  
زړه ور,			Adjective  
زړه ورتوب,			Noun  
زړه ورتيا,			Noun  
زړه ډغی,			Adjective  
زړوکی,			Noun  
زړول,			Verb  
زړګی,			Noun  
زړی,			Noun  
زړېدل,			Verb  
زښت,			Adjective  
زښت,			Adverb  
زګېروی,			Noun  
زګېړل,			Verb  
زڼغوزی,			Noun  
زڼغونځی,			Noun  
زڼکی,			Noun  
زڼکۍ,			Noun  
زڼه,			Noun  
زڼی,			Adjective  
زڼی,			Noun  
زی,			Noun  
زې,			Noun  
زېبا,			Adjective  
زېر,			Noun  
زېربغلي,			Noun  
زېرزميني,			Noun  
زېرمتون,			Noun  
زېرمه وال,			Noun  
زېرنۍ,			Adjective  
زېری,			Noun  
زېل,			Noun  
زېلۍ,			Noun  
زېلۍ,			Noun  
زېمنه,			Noun  
زېور,			Noun  
زېړ,			Adjective  
زېړغلن,			Adjective  
زېړن,			Noun  
زېږنده,			Noun  
زېږول,			Verb  
زېږېدل,			Verb  
زېږېدنه,			Noun  
ژ,			Noun  
ژاخ,			Noun  
ژارغالی,			Noun  
ژامبېل,			Noun  
ژامه,			Noun  
ژاندارم,			Noun  
ژاندارمه,			Noun  
ژانه,			Noun  
ژانی,			Noun  
ژاولن,			Adjective  
ژاوله,			Noun  
ژاړ,			Noun  
ژباړن,			Noun  
ژباړنه,			Noun  
ژباړه,			Noun  
ژباړونکی,			Noun  
ژبپوه,			Noun  
ژبپوهاند,			Noun  
ژبپوهنه,			Noun  
ژبغړاند,			Adjective  
ژبغړاندی,			Adjective  
ژبکۍ,			Noun  
ژبه,			Noun  
ژبون وهلی,			Adjective  
ژبۍ,			Noun  
ژر,			Adverb  
ژرترژره,			Adverb  
ژرنده,			Noun  
ژرندګړی,			Noun  
ژرګه,			Noun  
ژغ,			Noun  
ژغورل,			Verb  
ژغورنه,			Noun  
ژغی,			Noun  
ژلۍ,			Noun  
ژمنه,			Noun  
ژمی,			Noun  
ژواک,			Noun  
ژوبل,			Adjective  
ژوبله,			Noun  
ژوبلول,			Verb  
ژوبلېدل,			Verb  
ژوبڼ,			Noun  
ژور,			Adjective  
ژورتوب,			Noun  
ژوره,			Noun  
ژوروالی,			Noun  
ژورېدل,			Verb  
ژوند,			Noun  
ژوندون,			Noun  
ژوندی,			Adjective  
ژوول,			Verb  
ژويل,			Verb  
ژوی,			Noun  
ژيړ,			Adjective  
ژيړی,			Noun  
ژړ,			Adjective  
ژړ,			Noun  
ژړا,			Noun  
ژړاند,			Adjective  
ژړانکه,			Noun  
ژړبخون,			Adjective  
ژړل,			Verb  
ژړه غونی,			Adjective  
ژړول,			Verb  
ژړی,			Noun  
ژړۍ,			Noun  
ژړېدل,			Verb  
ژړېدل,			Verb  
ژڼکی,			Noun  
ژڼی,			Noun  
ژی,			Noun  
ژۍ,			Noun  
سا,			Noun  
سا کښل,			Verb  
سابقه,			Noun  
سابندي,			Noun  
سابه,			Noun  
سابون,			Noun  
ساپي,			Noun  
ساپټ,			Adverb  
سات,			Noun  
ساتل,			Verb  
ساتندوی,			Noun  
ساتنه,			Noun  
ساتنګي,			Noun  
ساتول,			Noun  
ساتونکی,			Noun  
ساتېری,			Noun  
ساچمه,			Noun  
ساحل,			Noun  
ساحلي,			Adjective  
ساحه,			Noun  
ساخت,			Noun  
ساختمان,			Noun  
ساختماني,			Adjective  
ساخته کاره,			Adjective  
ساخته کاري,			Noun  
ساختګي,			Adjective  
ساده,			Adjective  
سادو,			Noun  
سادين,			Noun  
سادګي,			Noun  
سارا,			Noun  
سارايي,			Adjective  
سارکه,			Noun  
ساروان,			Noun  
ساري,			Adjective  
ساری,			Noun  
ساز,			Noun  
سازنده,			Noun  
ساشړل,			Verb  
ساعت,			Noun  
ساعت جوړوونکی,			Noun  
ساغرۍ,			Noun  
ساقه,			Noun  
ساقي,			Noun  
ساکن,			Adjective  
ساکټ,			Noun  
ساکښ,			Noun  
سال,			Noun  
سالن,			Noun  
سالنډۍ,			Noun  
سالو,			Noun  
سالون,			Noun  
سالوېډور,			Noun  
سام,			Noun  
سامان,			Noun  
سامانه,			Noun  
سامعه,			Noun  
سامي,			Adjective  
سامۍ,			Noun  
سان,			Noun  
سانتي متر,			Noun  
سانچه,			Noun  
سانده,			Noun  
ساندې,			Noun  
سانسکريټ,			Noun  
سانسور,			Noun  
سانګه,			Noun  
سانګۍ,			Noun  
ساه,			Noun  
ساهو,			Adjective  
ساو,			Noun  
ساوو,			Adjective  
ساوون,			Noun  
سايره,			Noun  
سايکالوجي,			Noun  
ساينس,			Noun  
سايوان,			Noun  
ساټ باټ,			Noun  
ساړه,			Noun  
ساړه تاوده,			Noun  
ساګ,			Noun  
ساګزي,			Noun  
ساڼ,			Noun  
سب,			Noun  
سبا,			Adverb  
سبات,			Noun  
سبايي,			Adverb  
سبحان,			Noun  
سبحان الله,			interjection  
سبر,			Noun  
سبزي,			Noun  
سبزيکار,			Noun  
سبق,			Noun  
سبک,			Noun  
سبوس,			Noun  
سبونی,			Noun  
سبڼه,			Noun  
سپ,			Noun  
سپاچه,			Noun  
سپاخه,			Noun  
سپارخول,			Noun  
سپارل,			Verb  
سپاره,			Noun  
سپاره,			Noun  
سپارښت,			Noun  
سپانده,			Noun  
سپانځه,			Noun  
سپايي,			Noun  
سپتمبر,			Noun  
سپخول,			Verb  
سپخېدل,			Verb  
سپر,			Noun  
سپرخی,			Noun  
سپرغه,			Noun  
سپرغۍ,			Noun  
سپرلي,			Noun  
سپرلۍ,			Noun  
سپرول,			Verb  
سپرېدل,			Verb  
سپک,			Adjective  
سپکاوی,			Noun  
سپکه,			Noun  
سپکوالی,			Noun  
سپکول,			Verb  
سپکېدل,			Verb  
سپلمه,			Noun  
سپلنی,			Noun  
سپلګه,			Noun  
سپم,			Noun  
سپما,			Noun  
سپمول,			Verb  
سپمی,			Noun  
سپمېدل,			Verb  
سپوتنيک,			Noun  
سپوخته,			Noun  
سپوخڅه,			Noun  
سپور,			Adjective  
سپوره,			Noun  
سپورټ,			Noun  
سپورټي,			Adjective  
سپوږمۍ,			Noun  
سپوڼ,			Noun  
سپوڼی,			Noun  
سپيازه,			Adjective  
سپيازول,			Verb  
سپياکه,			Noun  
سپيپڼ,			Noun  
سپيتانه,			Noun  
سپيمه,			Noun  
سپين,			Adjective  
سپين پايڅه,			Noun  
سپين روبی,			Noun  
سپين سترګي,			Noun  
سپين سترګی,			Noun  
سپين سري,			Noun  
سپين مخی,			Adjective  
سپينکی,			Noun  
سپينه,			Noun  
سپينوالی,			Noun  
سپينول,			Verb  
سپيني,			Noun  
سپينږيری,			Noun  
سپينېدل,			Verb  
سپيټه,			Adverb  
سپړل,			Verb  
سپړېدل,			Verb  
سپږن,			Adjective  
سپښته,			Noun  
سپڼ,			Noun  
سپڼسين,			Adjective  
سپڼسی,			Noun  
سپڼل,			Verb  
سپڼیدل,			Verb  
سپی,			Noun  
سپېته,			Noun  
سپېدار,			Noun  
سپېدچه,			Noun  
سپېده داغ,			Noun  
سپېدې,			Noun  
سپېرکونډه,			Noun  
سپېرکۍ,			Noun  
سپېره,			Adjective  
سپېروونی,			Noun  
سپېسته,			Noun  
سپېغول,			Noun  
سپېلنی,			Noun  
سپېنتوب,			Noun  
سپېڅ,			Adjective  
سپېڅل,			Verb  
سپېڅلتوب,			Noun  
سپېڅلی,			Adjective  
سپېښته,			Noun  
ست,			Noun  
ستا,			proNoun  
ستار,			Noun  
ستاژ,			Noun  
ستاسو,			proNoun  
ستاسې,			proNoun  
ستانه,			Adjective  
ستايل,			Verb  
ستاينه,			Noun  
ستايوال,			Noun  
ستخ,			Adjective  
ستر,			Adjective  
ستر,			Noun  
سترتوب,			Noun  
سترغلی,			Noun  
سترنجي,			Noun  
ستره,			Adjective  
ستره,			Noun  
ستروالی,			Noun  
سترول,			Verb  
سترګ وږی,			Adjective  
سترګبېجن,			Adjective  
سترګه,			Noun  
سترګه ور,			Adjective  
سترګور,			Adjective  
سترګګ,			Noun  
سترګۍ,			Noun  
سترۍ,			Noun  
سترېدل,			Verb  
ستغ,			Adjective  
ستغه,			Adjective  
ستل,			Noun  
ستل,			Verb  
ستم,			Noun  
ستما,			Noun  
ستمن,			Adjective  
ستمېدل,			Verb  
ستن,			Noun  
ستنول,			Verb  
ستنېدل,			Verb  
ستو,			Noun  
ستوخ,			Noun  
ستوری,			Noun  
ستوغ,			Noun  
ستوغه,			Adjective  
ستوکل,			Noun  
ستول,			Verb  
ستومانتيا,			Noun  
ستومانه,			Adjective  
ستومانول,			Verb  
ستوماني,			Noun  
ستومانېدل,			Verb  
ستون,			Noun  
ستونزه,			Noun  
ستونځه,			Noun  
ستونی,			Noun  
ستي,			Adjective  
ستړي مه سي,			Noun  
ستړي مه شي,			Noun  
ستړيا,			Noun  
ستړی,			Adjective  
ستړېدل,			Verb  
ستګ,			Noun  
ستۍ,			Noun  
ستېدل,			Verb  
ستېزه,			Noun  
سجده,			Noun  
سجره,			Noun  
سجل,			Noun  
سجمع,			Noun  
سجيه,			Noun  
سحر,			Noun  
سحرګر,			Noun  
سخ,			Adverb  
سخا,			Adjective  
سخا,			Noun  
سخات,			Noun  
سخارېل,			Noun  
سخاوت,			Noun  
سخت,			Adjective  
سخت سرری,			Adjective  
سختوالی,			Noun  
سختول,			Verb  
سختي,			Noun  
سختګيره,			Adjective  
سختېدل,			Verb  
سخر,			Noun  
سخرګنۍ,			Noun  
سخکی,			Noun  
سخه,			Noun  
سخوندر,			Noun  
سخوټ,			Noun  
سخي,			Noun  
سخيف,			Adjective  
سخی,			Noun  
سد,			Noun  
سدرۍ,			Noun  
سدوزی,			Noun  
سدۍ,			Noun  
سر په سر,			Adverb  
سراچه,			Noun  
سراوړه,			Noun  
سراښ,			Adjective  
سراښتوب,			Noun  
سراښوالی,			Noun  
سرای,			Noun  
سرب,			Noun  
سربادی,			Adjective  
سرباری,			Noun  
سربدال,			Adjective  
سربدالي,			Noun  
سربه,			Noun  
سربډاګه,			Adjective  
سربېرن,			Adjective  
سربېره,			Adverb  
سرپ,			Noun  
سرپرست,			Noun  
سرپرستي,			Noun  
سرپريکړی,			Adjective  
سرپناه,			Noun  
سرپول,			Verb  
سرپوښ,			Noun  
سرپی,			Noun  
سرترپايه,			Adverb  
سرتمبه,			Adjective  
سرتمبګي,			Noun  
سرتېر,			Adjective  
سرتېری,			Adjective  
سرچينه,			Noun  
سرحد,			Noun  
سرحدي,			Adjective  
سرخ باد,			Noun  
سرخط,			Noun  
سرخول,			Noun  
سرخوړلی,			Adjective  
سرخوږي,			Noun  
سرخوږی,			Adjective  
سرخېل,			Noun  
سردسېر,			Noun  
سرزوری,			Adjective  
سرسام,			Noun  
سرسايه,			Noun  
سرسري,			Adjective  
سرشته,			Noun  
سرطان,			Noun  
سرطبيب,			Noun  
سرعت,			Noun  
سرغ,			Noun  
سرغاړی,			Noun  
سرغندی,			Noun  
سرغنه,			Noun  
سرغوچ,			Noun  
سرغړاندی,			Noun  
سرغړول,			Verb  
سرغړونه,			Noun  
سرک,			Noun  
سرکاتب,			Noun  
سرکار,			Noun  
سرکاري,			Adjective  
سرکرده,			Noun  
سرکردګي,			Noun  
سرکس,			Noun  
سرکنده,			Adverb  
سرکه,			Noun  
سرکوزی,			Noun  
سرکول,			Noun  
سرکول,			Verb  
سرکونډۍ,			Noun  
سرکښ,			Noun  
سرکښي,			Noun  
سرکۍ,			Noun  
سرلوحه,			Noun  
سرلوړي,			Noun  
سرلوړی,			Adjective  
سرمامور,			Noun  
سرماموريت,			Noun  
سرمايه,			Noun  
سرمايه  داري,			Noun  
سرمايه دار,			Noun  
سرمشق,			Noun  
سرمعلم,			Noun  
سرمغزن,			Adjective  
سرمغزنول,			Verb  
سرمقاله,			Noun  
سرمنشي,			Noun  
سرنا,			Noun  
سرناچي,			Noun  
سرنجه,			Noun  
سرنوشت,			Noun  
سرنيکه,			Noun  
سرنګ,			Noun  
سرنګ وهل,			Verb  
سره,			Adjective  
سره,			Adjective  
سره,			Adjective  
سره,			Noun  
سره,			particles  
سره بانجڼ,			Noun  
سره ددې,			Adverb  
سره زر,			Noun  
سره زرغونه,			Noun  
سره غاړه,			Noun  
سره له دې,			Adverb  
